"DoctorID","Name"
748,"Antonio Martinez"
749,"Antonio Richardson"
750,"Antonio Stark"
751,"April Anderson"
752,"April Bailey"
753,"April Brown"
754,"April Bryant"
755,"April Davis"
756,"April Duncan"
757,"April Floyd"
758,"April Hamilton"
759,"April Hernandez"
760,"April Phillips"
761,"April Reyes"
762,"April Robinson"
763,"April Saunders"
764,"April Shea"
765,"April Trevino"
766,"April Wade"
767,"April Wilson"
768,"Ariana Alvarado"
769,"Ariel Chavez"
770,"Ariel Lee"
771,"Arthur Giles"
772,"Arthur Hall"
773,"Arthur Hamilton"
774,"Arthur Morgan"
775,"Ashlee Andrews"
776,"Ashlee Benson"
777,"Ashlee Lam"
778,"Ashley Becker"
779,"Ashley Bender"
780,"Ashley Black"
781,"Ashley Briggs"
782,"Ashley Brooks"
783,"Ashley Brown"
784,"Ashley Burns"
785,"Ashley Cain"
786,"Ashley Calderon"
787,"Ashley Callahan"
788,"Ashley Cantrell"
789,"Ashley Davidson"
790,"Ashley Davis"
791,"Ashley Dean"
792,"Ashley Dickson"
793,"Ashley Edwards"
794,"Ashley Estrada"
795,"Ashley Evans"
796,"Ashley Floyd"
797,"Ashley Frazier"
798,"Ashley Fry"
799,"Ashley Garcia"
800,"Ashley Goodwin"
801,"Ashley Gross"
802,"Ashley Gutierrez"
803,"Ashley Hall"
804,"Ashley Hammond"
805,"Ashley Hardin"
806,"Ashley Harvey"
807,"Ashley Hicks"
808,"Ashley Holt"
809,"Ashley Howell"
810,"Ashley Jackson"
811,"Ashley Jones"
812,"Ashley Juarez"
813,"Ashley Kelly"
814,"Ashley Kennedy"
815,"Ashley Kim"
816,"Ashley Knight"
817,"Ashley Le"
818,"Ashley Leach"
819,"Ashley Lee"
820,"Ashley Lopez"
821,"Ashley Mathews"
822,"Ashley Miller"
823,"Ashley Mitchell"
824,"Ashley Morrison"
825,"Ashley Nelson"
826,"Ashley Noble"
827,"Ashley Patterson"
828,"Ashley Pena"
829,"Ashley Pennington"
830,"Ashley Perez"
831,"Ashley Pollard"
832,"Ashley Porter"
833,"Ashley Price"
834,"Ashley Ramirez"
835,"Ashley Reilly"
836,"Ashley Richards"
837,"Ashley Rivas"
838,"Ashley Rivera"
839,"Ashley Robertson"
840,"Ashley Rogers"
841,"Ashley Rowe"
842,"Ashley Scott"
843,"Ashley Shaw"
844,"Ashley Sherman"
845,"Ashley Smith"
846,"Ashley Sosa"
847,"Ashley Stanton"
848,"Ashley Stephens"
849,"Ashley Taylor"
850,"Ashley Thomas"
851,"Ashley Thompson"
852,"Ashley Torres"
853,"Ashley Vasquez"
854,"Ashley Walker"
855,"Ashley Washington"
856,"Ashley Weber"
857,"Ashley Whitaker"
858,"Ashley Young"
859,"Audrey Dudley"
860,"Audrey Fisher"
861,"Audrey Fletcher"
862,"Audrey Hendricks"
863,"Audrey Powers"
864,"Audrey Williams"
865,"Austin Alvarado"
866,"Austin Castillo"
867,"Austin Davis"
868,"Austin Deleon"
869,"Austin Fernandez"
870,"Austin Franklin"
871,"Austin French"
872,"Austin Hernandez"
873,"Austin Hodge"
874,"Austin Jackson"
875,"Austin Jenkins"
876,"Austin Kim"
877,"Austin Martinez"
878,"Austin Mejia"
879,"Austin Morgan"
880,"Austin Myers"
881,"Austin Nelson"
882,"Austin Rice"
883,"Austin Roberts"
884,"Austin Sanchez"
885,"Austin Smith"
886,"Austin Turner"
887,"Autumn Carr"
888,"Autumn Martinez"
889,"Autumn Park"
890,"Autumn Paul"
891,"Autumn Powell"
892,"Autumn Washington"
893,"Autumn Waters"
894,"Bailey Campbell"
895,"Bailey Davis"
896,"Bailey Long"
897,"Bailey Malone"
898,"Bailey Mullins"
899,"Bailey Peterson"
900,"Barbara Anderson"
901,"Barbara Cantrell"
902,"Barbara Compton"
903,"Barbara Escobar"
904,"Barbara Garcia"
905,"Barbara Guzman"
906,"Barbara Hall"
907,"Barbara Hurst"
908,"Barbara Miller"
909,"Barbara Paul"
910,"Barbara Perez"
911,"Barbara Sanchez"
912,"Barbara Scott"
913,"Barbara Sharp"
914,"Barbara Snyder"
915,"Barbara Wagner"
916,"Barbara Walsh"
917,"Barbara Warner"
918,"Barbara Young"
919,"Barry Bartlett"
920,"Barry Madden"
921,"Barry Robles"
922,"Barry Vasquez"
923,"Becky Campbell"
924,"Becky Carlson"
925,"Becky King"
926,"Becky Wall"
927,"Becky Watkins"
928,"Belinda Calhoun"
929,"Belinda Marshall"
930,"Belinda Ward"
931,"Benjamin Aguilar"
932,"Benjamin Cameron"
933,"Benjamin Carter"
934,"Benjamin Davis"
935,"Benjamin Fields"
936,"Benjamin Fitzgerald"
937,"Benjamin Gilbert"
938,"Benjamin Gray"
939,"Benjamin Harmon"
940,"Benjamin Jackson"
941,"Benjamin Johnson"
942,"Benjamin Knapp"
943,"Benjamin Larson"
944,"Benjamin Lawson"
945,"Benjamin Martinez"
946,"Benjamin Mcclain"
947,"Benjamin Medina"
948,"Benjamin Parker"
949,"Benjamin Sexton"
950,"Benjamin Smith"
951,"Benjamin Sparks"
952,"Benjamin Stevens"
953,"Benjamin Stokes"
954,"Benjamin Sweeney"
955,"Benjamin Taylor"
956,"Benjamin Thomas"
957,"Benjamin Watson"
958,"Benjamin Watts"
959,"Bernard Little"
960,"Bernard Miller"
961,"Beth Ali"
962,"Beth Bailey"
963,"Beth Bush"
964,"Beth Hall"
965,"Beth Lambert"
966,"Beth Lopez"
967,"Beth Lopez DDS"
968,"Beth Moore"
969,"Beth Nelson"
970,"Beth Noble"
971,"Beth Roberts"
972,"Beth Romero"
973,"Beth Taylor"
974,"Bethany Dorsey"
975,"Bethany Graham"
976,"Bethany Jefferson"
977,"Bethany Lucas"
978,"Bethany Miller"
979,"Bethany Mora"
980,"Bethany White"
981,"Betty Evans"
982,"Betty Farmer"
983,"Betty Wade"
984,"Betty Willis"
985,"Betty Wilson"
986,"Beverly Adkins"
987,"Beverly Carlson"
988,"Beverly Compton"
989,"Beverly Dixon"
990,"Beverly Jordan"
991,"Beverly Maldonado"
992,"Beverly Martinez"
993,"Beverly Pacheco"
994,"Bianca Gutierrez"
995,"Bianca Hernandez"
996,"Bianca Phillips"
997,"Bill Graham"
998,"Bill Johnson"
999,"Bill Mcdonald"
1000,"Bill Mendoza"
1001,"Billy Brown"
1002,"Billy Carey"
1003,"Billy Jackson"
1004,"Billy Johnson"
1005,"Billy Mcgee"
1006,"Billy Mendoza"
1007,"Billy Spencer"
1008,"Blake Lara"
1009,"Blake Smith"
1010,"Blake Wilson"
1011,"Blake Young"
1012,"Bob Hall"
1013,"Bob Rogers"
1014,"Bob Stone"
1015,"Bob Thomas"
1016,"Bobby Gonzalez Jr."
1017,"Bobby Heath"
1018,"Bobby Mills IV"
1019,"Bobby Nelson"
1020,"Bobby Thomas"
1021,"Bonnie Adams"
1022,"Bonnie Huffman"
1023,"Bonnie Key"
1024,"Bonnie Sims"
1025,"Bonnie Watts"
1026,"Bonnie Weaver"
1027,"Brad Allen"
1028,"Brad Duncan"
1029,"Brad Fleming"
1030,"Brad Ford"
1031,"Brad Hardin"
1032,"Brad Mendoza"
1033,"Brad Murphy"
1034,"Brad Odonnell"
1035,"Brad Wright"
1036,"Bradley Brooks"
1037,"Bradley Collins"
1038,"Bradley Dillon"
1039,"Bradley Ellis"
1040,"Bradley Gardner"
1041,"Bradley Gibson"
1042,"Bradley Jones"
1043,"Bradley Joseph"
1044,"Bradley Knapp"
1045,"Bradley Marshall"
1046,"Bradley Miller"
1047,"Bradley Newman"
1048,"Bradley Nguyen"
1049,"Brady Estrada"
1050,"Brandi Bailey"
1051,"Brandi Brown"
1052,"Brandi Grant"
1053,"Brandi Lyons"
1054,"Brandi Nelson"
1055,"Brandi Richard"
1056,"Brandi Rojas"
1057,"Brandi Vang"
1058,"Brandi Weaver"
1059,"Brandi Wells"
1060,"Brandi Williams"
1061,"Brandon Adams"
1062,"Brandon Bonilla"
1063,"Brandon Booth"
1064,"Brandon Brown"
1065,"Brandon Cantrell"
1066,"Brandon Carter"
1067,"Brandon Collins"
1068,"Brandon Delgado"
1069,"Brandon Fisher"
1070,"Brandon Garza"
1071,"Brandon Hayden"
1072,"Brandon Higgins"
1073,"Brandon Hines"
1074,"Brandon Houston"
1075,"Brandon Jackson"
1076,"Brandon Johnson"
1077,"Brandon Jones"
1078,"Brandon Lucas"
1079,"Brandon Mccarthy"
1080,"Brandon Mendoza"
1081,"Brandon Morrow"
1082,"Brandon Morton"
1083,"Brandon Murphy"
1084,"Brandon Nixon"
1085,"Brandon Norris"
1086,"Brandon Owens"
1087,"Brandon Price"
1088,"Brandon Ray"
1089,"Brandon Rogers"
1090,"Brandon Romero"
1091,"Brandon Santiago"
1092,"Brandon Simon"
1093,"Brandon Smith"
1094,"Brandon Smith MD"
1095,"Brandon Taylor"
1096,"Brandon Williams"
1097,"Brandon Wong"
1098,"Brandy Adams"
1099,"Brandy Anderson"
1100,"Brandy Baker"
1101,"Brandy Becker"
1102,"Brandy Black"
1103,"Brandy Contreras"
1104,"Brandy Cook"
1105,"Brandy Hernandez"
1106,"Brandy King"
1107,"Brandy Lopez"
1108,"Brandy Moore"
1109,"Brandy White"
1110,"Brandy Wilson"
1111,"Breanna Cruz"
1112,"Breanna Rivera"
1113,"Brenda Bates DVM"
1114,"Brenda Bautista"
1115,"Brenda Bentley"
1116,"Brenda Black"
1117,"Brenda Bradford"
1118,"Brenda Browning"
1119,"Brenda Burton"
